,Item_Identifier,Item_Weight,Item_category,price_per_unit_wt,Outlet_Size_num,Outlet_Location_Type_num,Item_MRP_clusters,Item_Type_new,Outlet_Years,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,Outlet,Identifier,Item_Visibility_MeanRatio
161,FDR07,12.857645184136183,FD,2.6207395742841824,1,0,2nd,perishable,34,1,0.0745205015517679,6,97.0094,OUT027,1985,3,1808.9786,5,824,1.1846610836877784
162,FDV25,5.905,FD,3.6555205447517785,1,0,4th,non_perishable,10,1,0.04481867968329905,3,222.5456,OUT018,2009,2,3315.684,3,1037,0.7124877656142515
163,DRF49,7.27,DR,2.8163373790089508,0,2,2nd,non_perishable,22,1,0.06866556099338232,14,114.2518,OUT046,1997,1,2618.5914,8,47,1.0915844124041558
164,FDW51,6.155,FD,3.5795893937979155,0,2,4th,perishable,22,3,0.09044369492472695,10,214.55599999999998,OUT046,1997,1,2769.728,8,1109,1.4377939414138576
165,DRL01,19.5,DR,2.5629584222295105,2,1,4th,non_perishable,12,3,0.07474454763940458,14,233.4958,OUT017,2007,1,5375.0034,2,113,1.1882227704108783
166,FDP25,15.2,FD,2.725797053169081,2,1,4th,non_perishable,12,1,0.02110322918596283,3,216.8824,OUT017,2007,1,2838.9712,2,750,0.33548048974666606
167,FDL50,12.15,FD,2.4237795869544,1,0,2nd,non_perishable,10,3,0.041607712003413524,3,125.0046,OUT018,2009,2,1743.0644,3,611,0.6614426388084809
168,NCB30,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.02525686897754642,9,198.8084,OUT027,1985,3,5555.4352,5,1278,0.40151138479274695
169,FDW11,12.6,FD,1.777362680213751,1,0,1st,perishable,10,1,0.04781902610080235,1,61.9194,OUT018,2009,2,619.194,3,1075,0.7601846217059814
170,NCM43,14.5,NC,2.515028846467958,0,1,3rd,not_sure,15,2,0.019284540171042718,11,164.821,OUT035,2004,1,2120.573,6,1401,0.306568578870575
171,FDK44,16.6,FD,2.435903059230319,2,1,3rd,perishable,12,1,0.1159314131276158,6,173.0738,OUT017,2007,1,3823.0236,2,568,1.8429751632013633
172,FDM15,11.8,FD,2.6271011506207,2,0,3rd,perishable,32,3,0.05578828391825911,10,151.4366,OUT013,1987,1,1360.2294,1,627,0.8868728404595446
173,FDS31,13.1,FD,2.684527870385919,2,0,3rd,perishable,32,3,0.043208517627228764,6,178.8318,OUT013,1987,1,3969.4996,1,892,0.6868908320652728
174,FDI32,17.7,FD,2.0159074123937,2,0,2nd,perishable,21,1,0.25608722191492755,6,115.1834,OUT010,1998,0,345.5502,0,488,4.071048362732517
175,FDR47,17.85,FD,2.485977038435641,2,0,3rd,perishable,21,0,0.0,1,196.5794,OUT010,1998,0,585.2382,0,857,0.0
176,FDB35,12.3,FD,2.144174403688094,2,1,2nd,not_sure,17,3,0.06274005330087555,15,92.6804,OUT045,2002,1,1010.6844,7,215,0.9973859271788669
177,NCU05,11.8,NC,2.067311060601558,2,0,2nd,non_perishable,21,2,0.0937748390443985,8,81.4618,OUT010,1998,0,161.1236,0,1499,1.4907495270655304
178,DRY23,12.857645184136183,DR,2.6207395742841824,0,2,1st,non_perishable,34,3,0.17480476217973787,14,42.1112,OUT019,1985,0,42.6112,4,142,2.7788916430436967
179,FDO24,11.1,FD,2.7203490342170698,2,1,3rd,non_perishable,17,1,0.16260600545655365,0,157.4604,OUT045,2002,1,3010.7476,7,707,2.5849665880802397
180,FDQ28,12.857645184136183,FD,2.6207395742841824,1,0,3rd,non_perishable,34,3,0.05839573121366321,5,153.0656,OUT027,1985,3,6024.1584,5,797,0.9283237334931398
181,FDV39,11.3,FD,2.919646990422773,2,1,3rd,perishable,17,1,0.007268174709874676,10,198.1426,OUT045,2002,1,988.7130000000001,7,1049,0.11554301902075659
182,NCO17,12.857645184136183,NC,2.6207395742841824,0,2,2nd,non_perishable,34,2,0.1208702315815813,8,117.944,OUT019,1985,0,239.688,4,1426,1.921488134799488
183,FDU50,5.75,FD,3.0262834072481386,2,0,2nd,perishable,32,3,0.07242080168171772,4,112.8176,OUT013,1987,1,1374.2112,1,1008,1.1512819105518493
184,FDT12,12.857645184136183,FD,2.6207395742841824,1,0,4th,non_perishable,34,3,0.0482008534170984,0,226.8062,OUT027,1985,3,4739.8302,5,926,0.76625457497905
185,FDK58,11.35,FD,2.2834750187791517,1,0,2nd,not_sure,10,3,0.04417552929149953,13,100.0016,OUT018,2009,2,1012.0160000000001,3,578,0.7022635290047575
186,FDO08,12.857645184136183,FD,2.6207395742841824,0,2,3rd,perishable,34,3,0.08998123343036815,6,165.7526,OUT019,1985,0,657.8104,4,694,1.430442137230275
187,NCW29,14.0,NC,2.3337445552431477,1,2,2nd,non_perishable,20,2,0.02849788238348553,8,130.431,OUT049,1999,1,778.9860000000001,9,1523,0.4530341520014354
188,FDE04,19.75,FD,2.312740942268152,2,1,3rd,non_perishable,17,3,0.017898483211005418,5,179.766,OUT045,2002,1,2336.958,7,319,0.28453427010803795
189,NCB19,6.525,NC,2.641934412892721,1,2,2nd,non_perishable,20,2,0.08657770246642602,9,85.0882,OUT049,1999,1,2233.0932,9,1277,1.3763358094929659
190,FDV15,10.3,FD,2.4063746666304806,1,2,2nd,perishable,20,1,0.13662634631057927,10,103.9648,OUT049,1999,1,1661.8368,9,1029,2.1719649238827854
191,FDL58,5.78,FD,3.846004450711347,1,2,4th,not_sure,20,3,0.07163610732581914,13,264.7568,OUT049,1999,1,4745.8224,9,616,1.1388075330763203
192,FDA08,11.85,FD,2.698170900075169,2,1,3rd,perishable,17,3,0.04896798264450408,6,164.1526,OUT045,2002,1,3124.5994,7,150,0.7784497175632108
193,FDT43,16.35,FD,1.4027093536353343,1,0,1st,perishable,10,1,0.02042170425593933,6,50.1324,OUT018,2009,2,467.3916,3,951,0.32464620863811755
194,NCX06,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.015490480595885439,9,182.5976,OUT027,1985,3,5070.7328,5,1530,0.2462539723624659
195,FDT20,10.5,FD,1.5222478181767898,0,2,1st,perishable,22,1,0.04056158781737262,6,37.6164,OUT046,1997,1,540.6296,8,932,0.6448122809056117
196,FDB41,19.0,FD,1.261324708217407,0,2,1st,non_perishable,22,3,0.09286458176578521,5,48.0718,OUT046,1997,1,992.7078,8,221,1.4762790611982604
197,NCN55,14.6,NC,2.8541600291869575,1,2,4th,not_sure,20,2,0.057875430721895174,11,238.8538,OUT049,1999,1,6008.845,9,1420,0.9200524560381294
198,FDE40,12.857645184136183,FD,2.6207395742841824,1,0,1st,perishable,34,3,0.09409457944331209,4,62.9194,OUT027,1985,3,2105.2596,5,343,1.4958324773891083
199,FDX49,12.857645184136183,FD,2.6207395742841824,1,0,4th,non_perishable,34,5,0.09652639536879587,3,232.63,OUT027,1985,3,5359.69,5,1157,1.5344913381002312
200,NCM53,18.75,NC,1.8840590611510164,2,1,2nd,non_perishable,17,2,0.050832321355806495,8,104.62799999999999,OUT045,2002,1,745.696,7,1402,0.8080873269740696
201,FDE36,5.26,FD,3.458741441452226,0,1,3rd,non_perishable,15,3,0.04091589763122001,0,161.8868,OUT035,2004,1,3275.736,6,340,0.650444785240571
202,FDN57,18.25,FD,2.1613711929287107,2,1,3rd,not_sure,17,1,0.05291894899477455,13,140.2154,OUT045,2002,1,1701.7848,7,688,0.8412586893315217
203,FDI24,12.857645184136183,FD,2.6207395742841824,1,0,3rd,non_perishable,34,1,0.07544367199510126,0,177.937,OUT027,1985,3,6704.606,5,484,1.1993368316370605
204,FDI19,15.1,FD,2.837687930533788,0,2,4th,perishable,22,1,0.05101537132051261,10,242.7512,OUT046,1997,1,4119.9704,8,480,0.810997293561011
205,FDF24,15.5,FD,1.8348333778981853,2,0,2nd,non_perishable,21,3,0.04158806453367826,0,81.5934,OUT010,1998,0,327.5736,0,371,0.6611303006961008
206,FDG52,13.65,FD,1.4703897079614279,1,2,1st,non_perishable,20,1,0.06366271554429029,5,45.7402,OUT049,1999,1,780.9834,9,424,1.012053596214913
207,DRF36,16.1,DR,2.5465518199650425,2,1,3rd,non_perishable,17,0,0.023350359977118474,14,189.3846,OUT045,2002,1,3630.6074,7,44,0.371203389389113
208,FDS45,12.857645184136183,FD,2.6207395742841824,0,2,2nd,not_sure,34,3,0.05035428125267955,13,107.3622,OUT019,1985,0,317.5866,4,903,0.8004878678343164
209,FDX40,12.85,FD,1.408733321023515,2,0,1st,non_perishable,21,1,0.1533168056794008,5,39.7164,OUT010,1998,0,231.6984,0,1150,2.4372950984170965
210,DRK12,9.5,DR,1.497976955520225,0,1,1st,non_perishable,15,0,0.04102523498551257,14,32.99,OUT035,2004,1,133.16,6,104,0.6521829338832474
211,DRC27,13.8,DR,2.932083018737643,0,1,4th,perishable,15,1,0.05646679661677368,4,245.1802,OUT035,2004,1,5650.6446,6,13,0.8976592357733202
212,FDL58,5.78,FD,3.8423012475078977,2,1,4th,not_sure,12,3,0.0,13,263.7568,OUT017,2007,1,2636.5679999999998,2,616,0.0
213,NCD30,19.7,NC,1.7710092865440459,2,1,2nd,non_perishable,17,2,0.026548171926059794,9,96.0726,OUT045,2002,1,1272.3438,7,1298,0.4220393780093839
214,NCZ54,14.65,NC,2.4872088895218094,2,0,3rd,non_perishable,21,2,0.0,9,161.5552,OUT010,1998,0,324.9104,0,1558,0.0
215,FDE10,6.67,FD,3.020407333790811,2,0,2nd,not_sure,21,3,0.1402441834695329,13,130.0626,OUT010,1998,0,131.1626,0,323,2.2294781021368877
216,FDR44,6.11,FD,3.1130190959187023,2,0,2nd,perishable,21,3,0.0,6,131.2968,OUT010,1998,0,260.9936,0,854,0.0
217,FDP28,13.65,FD,2.998452380231015,2,0,4th,non_perishable,21,3,0.12661117757506185,5,260.0936,OUT010,1998,0,260.9936,0,753,2.0127526212214577
218,FDX15,17.2,FD,2.3360749707963784,2,0,3rd,perishable,32,1,0.14511177170218162,10,160.6578,OUT013,1987,1,3690.5294,1,1129,2.306858718619047
219,FDA39,6.32,FD,1.9979285421588922,0,1,1st,perishable,15,0,0.0,10,40.2822,OUT035,2004,1,1139.1838,6,175,0.0
220,FDY24,4.88,FD,2.47201309161428,1,2,1st,non_perishable,20,3,0.1254872833560058,0,52.9298,OUT049,1999,1,1995.4026,9,1185,1.9948859440551419
221,FDC60,5.425,FD,2.849895325782159,2,1,2nd,non_perishable,12,3,0.10896193724686527,0,88.3514,OUT017,2007,1,1416.8224,2,277,1.7321805942210384
222,FDH28,15.85,FD,1.2090187272957935,0,2,1st,non_perishable,22,3,0.10438794015956612,5,37.2506,OUT046,1997,1,265.6542,8,448,1.6594672303360631
223,FDT25,7.5,FD,2.846514296807694,2,1,2nd,non_perishable,12,1,0.04977829009788155,3,121.7072,OUT017,2007,1,3552.7088,2,937,0.7913312694294659
224,DRJ13,12.65,DR,2.6225916243618554,2,0,3rd,non_perishable,32,1,0.06094265876673383,14,161.5578,OUT013,1987,1,2406.867,1,91,0.9688125371413396
225,NCO07,12.857645184136183,NC,2.6207395742841824,0,2,4th,not_sure,34,2,0.016972137983220333,11,211.956,OUT019,1985,0,213.05599999999998,4,1424,0.2698080522409382
226,FDW20,20.75,FD,1.9436563202123607,2,0,2nd,perishable,32,1,0.023842819423293887,6,124.17299999999999,OUT013,1987,1,2956.152,1,1082,0.37903207450300985
227,DRF27,12.857645184136183,DR,2.6207395742841824,0,2,3rd,perishable,34,1,0.04855677979456012,4,152.134,OUT019,1985,0,153.134,4,43,0.7719127780138747
228,FDS49,9.0,FD,2.2887610913787535,0,1,2nd,non_perishable,15,1,0.0,3,79.7644,OUT035,2004,1,1649.8524,6,907,0.0
229,FDX25,12.857645184136183,FD,2.6207395742841824,1,0,3rd,non_perishable,34,1,0.09672878038727115,3,181.9292,OUT027,1985,3,3101.2964,5,1137,1.5377086762865897
230,NCX42,12.857645184136183,NC,2.6207395742841824,1,0,3rd,non_perishable,34,2,0.005932014758716807,9,165.6526,OUT027,1985,3,4769.1254,5,1536,0.0943019288139323
231,FDG33,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,3,0.13064324092672489,12,170.4764,OUT027,1985,3,3435.528,5,413,2.0768508014566063
232,FDL56,14.1,FD,1.9641799256354893,2,1,2nd,perishable,17,1,0.11870322903745002,6,86.4198,OUT045,2002,1,1133.8574,7,614,1.8870390432229722
233,FDF14,7.55,FD,3.0529009890332985,0,1,3rd,non_perishable,15,1,0.02680226765363487,3,152.334,OUT035,2004,1,2603.278,6,365,0.42607876735488387
234,NCD06,13.0,NC,1.502469266821308,0,2,1st,non_perishable,22,2,0.09469660797125677,9,45.406000000000006,OUT046,1997,1,605.878,8,1294,1.5054029949443406
235,DRM47,12.857645184136183,DR,2.6207395742841824,1,0,3rd,non_perishable,34,1,0.04265103440652824,7,192.8846,OUT027,1985,3,2293.0152,5,126,0.6780284564421827
236,FDS46,12.857645184136183,FD,2.6207395742841824,0,2,2nd,not_sure,34,3,0.07949623407634349,13,118.7782,OUT019,1985,0,119.1782,4,904,1.263760882561373
237,FDB35,12.3,FD,2.1470280045835146,2,0,2nd,not_sure,32,3,0.06256645476729962,15,92.9804,OUT013,1987,1,1929.4884,1,215,0.9946262110922836
238,FDX21,12.857645184136183,FD,2.6207395742841824,1,0,2nd,not_sure,34,0,0.08116936721578927,13,109.8912,OUT027,1985,3,2074.6328,5,1133,1.2903588747495074
239,NCU05,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.05680727914382059,8,79.9618,OUT027,1985,3,241.6854,5,1499,0.9030719261211964
240,NCR38,17.25,NC,2.7454945325180367,2,1,4th,non_perishable,17,2,0.10773151910633764,9,251.3724,OUT045,2002,1,6795.1548,7,1472,1.7126204938809464
241,NCR18,15.85,NC,1.306902860923091,2,1,1st,non_perishable,12,2,0.020394129775071747,9,42.7112,OUT017,2007,1,639.168,2,1469,0.32420785390745294
242,NCU41,18.85,NC,2.415509187181279,0,1,3rd,non_perishable,15,2,0.05073586625335194,8,192.1846,OUT035,2004,1,3248.4382,6,1505,0.806553968987722
243,FDY56,16.35,FD,2.7027608036396935,2,1,4th,perishable,12,3,0.06087346520529159,6,227.6062,OUT017,2007,1,7222.5984,2,1211,0.9677125590443667
244,DRJ51,14.1,DR,2.8475728302312255,0,1,4th,perishable,15,1,0.08432024931830696,4,229.0668,OUT035,2004,1,3225.1352,6,100,1.3404488141408573
245,FDK21,7.905,FD,3.4813696970506847,0,1,4th,not_sure,15,1,0.009960652582077009,13,249.0408,OUT035,2004,1,3755.112,6,553,0.15834565302708806
246,FDY25,12.0,FD,2.7694462899672843,2,0,3rd,non_perishable,32,1,0.03338270799957686,3,179.3976,OUT013,1987,1,3440.8544,1,1186,0.5306887931737652
247,FDU44,12.15,FD,2.6709091237322737,0,1,3rd,perishable,15,3,0.0567722018252444,6,163.4552,OUT035,2004,1,974.7312,6,1002,0.9025142979065169
248,FDL43,10.1,FD,2.135594912679592,1,2,2nd,perishable,20,1,0.02674558574934432,10,75.367,OUT049,1999,1,535.969,9,606,0.4251776885273926
249,FDF05,17.5,FD,2.7725565788660456,2,1,4th,non_perishable,12,1,0.026664212100336475,5,262.491,OUT017,2007,1,5259.82,2,359,0.4238840821612264
250,DRF15,12.857645184136183,DR,2.6207395742841824,0,2,3rd,perishable,34,1,0.056525321979581176,4,152.034,OUT019,1985,0,306.268,4,40,0.8985896202753432
251,FDL20,17.1,FD,2.0245143828680012,1,0,2nd,perishable,10,1,0.12127706752259822,6,112.3886,OUT018,2009,2,1779.0176,3,591,1.9279556530895177
252,FDV32,7.785,FD,2.1853221532781903,1,2,1st,perishable,20,1,0.08511870084092468,6,61.451,OUT049,1999,1,759.012,9,1042,1.3531418908963777
253,FDJ34,11.8,FD,2.4574889999703813,2,0,2nd,not_sure,32,3,0.08945469715041236,13,125.9704,OUT013,1987,1,1877.556,1,526,1.422071728724905
254,FDG08,13.15,FD,2.6440767589761918,2,1,3rd,perishable,17,3,0.15331719943610148,6,171.8764,OUT045,2002,1,3779.0808,7,397,2.4373013580131806
255,FDQ04,12.857645184136183,FD,2.6207395742841824,0,2,1st,non_perishable,34,1,0.13836324552418136,5,41.5796,OUT019,1985,0,41.2796,4,777,2.1995766127710157
256,FDW13,8.5,FD,1.948132887026023,2,1,1st,non_perishable,12,1,0.09388952933997319,3,51.1324,OUT017,2007,1,259.66200000000003,2,1077,1.492572772038588
257,NCI17,8.645,NC,2.4968458887992573,2,0,2nd,non_perishable,32,2,0.13392169607122187,8,96.34100000000001,OUT013,1987,1,193.082,1,1343,2.1289687843395253
258,FDY03,17.6,FD,1.9881871883803675,2,1,2nd,perishable,17,3,0.07350712768282948,10,110.9202,OUT045,2002,1,1687.8029999999999,7,1169,1.168551361386413
259,FDS12,9.1,FD,2.709047505826292,2,1,2nd,non_perishable,12,1,0.161356173508962,0,127.5362,OUT017,2007,1,4655.9394,2,877,2.565097864190439
260,FDJ55,12.8,FD,2.9259315982027636,2,0,4th,perishable,32,3,0.02323923597444403,10,225.9404,OUT013,1987,1,4950.8888,1,538,0.36943683818923173
261,DRK01,7.63,DR,2.603355450861403,0,1,2nd,non_perishable,15,1,0.059261585068466044,14,95.4436,OUT035,2004,1,1418.154,6,102,0.9420883129657216
262,FDG28,9.285,FD,3.3156023409899142,2,1,4th,non_perishable,12,3,0.04837011596153453,5,246.4144,OUT017,2007,1,1225.072,2,409,0.7689453613417822
263,FDY38,13.6,FD,2.889677072213486,2,1,4th,perishable,17,3,0.1128090181605612,4,231.03,OUT045,2002,1,5359.69,7,1197,1.793338087116971
264,FDN01,8.895,FD,3.0355797630442916,2,1,3rd,perishable,17,1,0.07003488933107128,2,176.237,OUT045,2002,1,1764.37,7,653,1.113352784310833
265,NCR54,16.35,NC,2.5602854756347995,2,0,3rd,non_perishable,32,2,0.08662422772368969,9,195.21099999999998,OUT013,1987,1,2553.343,1,1477,1.377075426920937
266,FDG29,17.6,FD,1.2420794793369292,2,0,1st,non_perishable,32,1,0.05472023695648262,5,43.3454,OUT013,1987,1,1006.6896,1,410,0.8698939736400747
267,FDG24,7.975,FD,2.4584360730206374,2,0,2nd,non_perishable,32,1,0.014513145955897835,0,85.225,OUT013,1987,1,1081.925,1,407,0.2307171698769242
268,FDG59,15.85,FD,1.198907632041454,2,1,1st,not_sure,12,1,0.0425604435017856,15,36.7164,OUT017,2007,1,308.9312,2,429,0.6765883222891655
269,FDM28,15.7,FD,2.5160822672564502,2,0,3rd,non_perishable,32,1,0.04417595123403604,5,178.666,OUT013,1987,1,2516.724,1,635,0.7022702366743537
270,FDW04,8.985,FD,2.730362941908546,0,2,2nd,non_perishable,22,3,0.05621689947659068,5,128.83100000000002,OUT046,1997,1,1428.141,8,1070,0.893686591860101
271,FDS26,20.35,FD,2.623526324099099,2,0,4th,perishable,32,1,0.08562228147636554,4,260.1594,OUT013,1987,1,2093.2752,1,889,1.3611473708499864
272,FDQ56,6.59,FD,2.639282754021006,2,0,2nd,perishable,32,1,0.10030626040147486,6,85.6908,OUT013,1987,1,1929.4884,1,815,1.5945802923150167
273,FDK51,19.85,FD,2.660553306093043,0,1,4th,perishable,15,1,0.005220502433237609,4,264.0884,OUT035,2004,1,5829.7448,6,573,0.08299093459076741
274,FDL22,16.85,FD,1.8605434168147768,0,2,2nd,not_sure,22,1,0.03574368876546681,13,91.4488,OUT046,1997,1,2082.6224,8,593,0.568221579111098
275,FDH19,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,1,0.032397720154334106,10,173.1738,OUT027,1985,3,7298.4996,5,441,0.5150303267938258
276,FDY55,16.75,FD,2.79198447719313,2,0,4th,perishable,32,1,0.07812012284502096,6,256.4988,OUT013,1987,1,7452.9652,1,1210,1.2418846822054082
277,FDY03,17.6,FD,1.985069983732161,2,1,2nd,perishable,12,3,0.07376371940554363,10,110.5202,OUT017,2007,1,450.0808,2,1169,1.1726304298570498
278,FDK21,7.905,FD,3.4868035269239352,2,0,4th,not_sure,21,1,0.01661969360346704,13,250.4408,OUT010,1998,0,500.6816,0,553,0.2642052029288176
279,FDZ10,12.857645184136183,FD,2.6207395742841824,1,0,2nd,not_sure,34,1,0.043297176727831545,13,126.20200000000001,OUT027,1985,3,3668.558,5,1223,0.6883002561031117
280,FDZ32,7.785,FD,2.6571638144177916,1,0,2nd,perishable,10,3,0.03757328669889518,6,103.1964,OUT018,2009,2,736.3748,3,1239,0.5973069103339762
281,NCZ18,7.825,NC,3.5067935245097916,0,1,4th,non_perishable,15,2,0.17061385331568377,9,253.0698,OUT035,2004,1,6088.0752,6,1552,2.7122682772162663
282,NCF07,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.03137023245541125,9,101.0016,OUT027,1985,3,2125.2336,5,1315,0.4986962352950423
283,DRE49,20.75,DR,2.125085050622437,2,1,3rd,non_perishable,12,1,0.02114506014358952,14,153.0024,OUT017,2007,1,2277.036,2,35,0.3361454813471225
284,FDJ08,12.857645184136183,FD,2.6207395742841824,0,2,3rd,perishable,34,1,0.17711851776499324,6,190.3846,OUT019,1985,0,573.2538,4,511,2.8156736847897945
285,FDT39,6.26,FD,3.224588549621472,0,1,3rd,perishable,15,3,0.009817697305252669,10,151.1366,OUT035,2004,1,2267.049,6,949,0.15607307635845197
286,FDE08,18.2,FD,2.207993006947024,2,0,3rd,perishable,21,1,0.07932033174593746,6,147.3734,OUT010,1998,0,296.9468,0,321,1.2609645427485332
287,NCD06,13.0,NC,1.5177611238621964,1,0,1st,non_perishable,10,2,0.09506459328678815,9,46.306000000000004,OUT018,2009,2,559.2719999999999,3,1294,1.5112529003207256
288,FDB57,20.25,FD,2.4825466655685253,0,1,4th,perishable,15,3,0.018626984538184926,6,222.1772,OUT035,2004,1,5559.43,6,232,0.2961153404679165
289,NCT54,8.695,NC,2.4836062071090312,1,2,2nd,non_perishable,20,2,0.11307994991063343,9,95.5094,OUT049,1999,1,1237.7222,9,1498,1.7976451206709927
290,DRF49,7.27,DR,2.8105604412498533,2,1,2nd,non_perishable,17,1,0.06880013411429726,14,113.5518,OUT045,2002,1,569.259,7,47,1.09372373696503
291,FDM25,12.857645184136183,FD,2.6207395742841824,1,0,3rd,perishable,34,3,0.05861975411749165,2,174.0712,OUT027,1985,3,3866.9664,5,633,0.9318850516605426
292,FDF20,12.85,FD,2.8000619391235158,2,1,3rd,perishable,17,4,0.03274550667975475,6,198.4768,OUT045,2002,1,1379.5376,7,368,0.5205591296536752
293,FDH27,7.075,FD,3.052652182314681,1,0,3rd,perishable,10,1,0.0569327517134994,4,142.7128,OUT018,2009,2,1869.5664,3,447,0.9050665781602132
294,FDV60,12.857645184136183,FD,2.6207395742841824,1,0,3rd,non_perishable,34,3,0.11046111346432869,0,196.21099999999998,OUT027,1985,3,5499.508000000001,5,1066,1.7560131729803934
295,FDY59,8.195,FD,2.526740456841431,1,2,2nd,non_perishable,20,1,0.030967775192226422,0,94.3462,OUT049,1999,1,925.462,9,1214,0.49229832535597207
296,FDK36,7.09,FD,2.0485278374878586,0,1,1st,non_perishable,15,1,0.007188053930084469,0,47.9034,OUT035,2004,1,583.2408,6,563,0.11426932966231554
297,NCM31,6.095,NC,3.18642991883561,0,2,3rd,not_sure,22,2,0.07806840833424504,11,141.4154,OUT046,1997,1,1418.154,8,1398,1.2410625706105791
298,FDE33,19.35,FD,1.6386143129775776,2,1,2nd,perishable,12,3,0.048710507663603436,6,80.2644,OUT017,2007,1,942.7728,2,337,0.7743566078344155
299,FDU36,6.15,FD,2.8421489124458286,0,2,2nd,non_perishable,22,1,0.04523236651593515,0,99.3384,OUT046,1997,1,2364.9216,8,996,0.719064193325458
300,FDV13,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,3,0.027106438430728994,3,87.9856,OUT027,1985,3,3251.7672,5,1027,0.4309142055888598
301,FDV20,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,3,0.09957791188503348,6,125.2678,OUT019,1985,0,254.3356,4,1032,1.5830016512052218
302,NCQ54,17.7,NC,2.3454248470777825,0,1,3rd,non_perishable,15,2,0.012462028353894296,9,167.0474,OUT035,2004,1,5895.659000000001,6,1465,0.1981103147087179
303,FDO23,17.85,FD,1.832860192406871,1,0,2nd,perishable,10,1,0.13717061735593034,1,93.7436,OUT018,2009,2,1134.5232,3,706,2.180617264017098
304,DRE60,9.395,DR,3.216710629943358,2,1,4th,non_perishable,17,1,0.14812478568323484,14,224.972,OUT045,2002,1,7696.648,7,36,2.354756952442411
305,DRP47,15.75,DR,2.827738815638961,2,1,4th,non_perishable,12,1,0.13225437533492043,7,250.5382,OUT017,2007,1,2775.7202,2,140,2.1024631926004544
306,FDB21,7.475,FD,3.5049260649332044,2,1,4th,perishable,17,1,0.13873690241855055,6,241.2854,OUT045,2002,1,5317.0788,7,205,2.205516679896078
307,FDR04,7.075,FD,2.6981716509471867,1,0,2nd,non_perishable,10,1,0.0,5,98.0068,OUT018,2009,2,874.8612,3,823,0.0
308,FDX23,6.445,FD,2.7327097630098613,0,2,2nd,non_perishable,22,1,0.029259497260102053,0,92.6436,OUT046,1997,1,1039.9796,8,1135,0.46514163230950184
309,FDX19,19.1,FD,2.588416501142984,0,1,4th,perishable,15,1,0.09231982496488021,6,235.0958,OUT035,2004,1,3038.0454,6,1131,1.4676189989513888
310,FDD40,20.25,FD,2.3571957922843785,0,1,3rd,perishable,15,3,0.014682245388716377,4,193.6162,OUT035,2004,1,3848.324,6,303,0.2334053632352934
311,FDA01,15.0,FD,1.5985845606468951,0,2,1st,non_perishable,22,3,0.05295125955340758,3,59.1904,OUT046,1997,1,527.3136,8,145,0.84177233404147
